id,hasPhone
1356837,false
1357002,false
1357049,false
particulie,false
1357100,false
1357152,false
1357205,true
1357819,false
1357527,false
1357573,false
1357635,false
1360280,false
1357856,false
1358065,false
1360381,false
1362237,false
1362287,false
1362442,false
1358069,false
1364058,false
1362587,false
1365254,false
1365453,false
1364736,false
1364905,false
1365001,true
1365037,false
1367245,false
1367315,false
1367439,false
1360808,false
1361053,false
1369789,false
1369972,false
1370183,false
1370397,false
1370511,false
1367734,false
1367804,false
1367838,false
1368057,false
1368184,false
1368296,false
1368323,false
1368563,false
1370902,false
1371245,false
1371265,false
1371309,false
1371360,false
1371457,false
1371758,false
1369163,false
1369501,false
1369620,false
1369711,false
1369760,false
1374495,false
1374603,false
1370597,false
1371920,false
1371994,false
1372234,false
1372244,false
1372305,false
1372383,false
1372581,false
1372602,false
1372703,false
1372776,false
1372884,false
1373400,false
1373027,false
1373078,false
1373079,false
1373484,false
1373513,false
1373688,false
1373706,false
1373861,false
1373929,false
1374680,false
1375253,false
1376029,false
1376473,false
1376488,false
1376533,false
1376571,false
1377473,false
1377665,false
1377715,false
1377789,false
1378354,false
1378401,false
1378472,false
1378543,false
1375268,false
1378919,false
1378588,false
1379020,false
1378591,false
1378689,false
1379217,false
1379280,false
1378742,false
1378780,false
1379337,false
1380210,false
1380389,false
1379417,false
1379628,false
1379711,false
1379734,false
1380396,false
1381164,false
1380633,false
1380654,false
1380719,false
1380875,false
1381384,false
1381397,false
1381511,false
1381649,false
1381672,false
1382952,false
1382973,false
1383124,false
1383468,false
1383890,false
1386497,false
1383923,false
1383969,false
1384040,false
1384080,false
1380885,false
1385889,false
1384446,false
1387634,false
1388001,false
1388108,false
1388121,false
1384632,false
1384875,false
1384960,false
1385125,false
1385210,false
1386537,false
1386974,false
1387020,false
1386168,false
1389220,false
1389607,false
1390800,false
1391107,false
1394955,false
1394956,false
1392298,false
1394975,false
1392556,false
1395071,false
1395106,false
1387271,false
1393700,false
1395119,false
1395289,false
1395355,false
1395364,false
1395575,false
1395590,false
1395837,false
1395872,false
1393044,false
1393207,false
1394307,false
1394373,false
1394394,false
1394591,false
1394716,false
1394808,false
1395910,false
1395998,false
1396046,false
1396066,false
1396328,false
1396377,false
1396411,false
1396552,false
1396650,false
1396976,false
1394860,false
1399760,false
1397754,false
1398473,false
1398725,false
1398169,false
1398256,false
1398876,false
1398925,false
1398972,false
1399185,false
1399194,false
1399245,false
1399462,false
1399468,false
1399863,false
1400289,false
1400840,false
1401304,false
1400321,false
1402314,false
1402381,false
1402391,false
1402569,false
1399503,false
1403464,false
1403546,false
1404026,false
1406681,false
1406684,false
1406740,false
1406862,false
1400343,false
1405540,false
1405568,false
1405644,false
1404270,false
1404339,false
1405755,false
1405849,false
1406197,false
1406202,false
1404689,false
1404753,false
1406589,false
1407156,false
1404994,false
1405108,false
1407260,false
1407368,false
1407378,false
1407384,false
1407440,false
1407454,false
1407459,false
1407460,false
1407627,false
1407913,false
1407691,false
1407693,false
1407722,false
1408146,false
1408286,false
1408295,false
1408298,false
1408375,false
1408469,false
1408570,false
1405319,false
1410131,false
1410240,false
1410252,false
1410908,false
1408873,false
1412750,false
1413062,false
1413069,false
1413097,false
1413133,false
1409389,true
1409390,true
1413168,false
1413195,false
1413213,false
1413226,false
1413272,false
1413316,false
1413365,false
1411540,false
1411914,false
1412203,false
1412217,false
1409529,false
1409531,false
1409632,false
1409681,false
1409788,false
1409979,false
1410125,false
1413507,false
1413508,false
1413541,false
1413561,false
1413612,false
1413716,false
1412397,false
1416009,false
1416382,false
1416422,false
1416443,false
4655746,false
1416642,false
4655888,false
1415064,false
4656026,false
1415851,false
4656042,false
1416675,false
4656051,false
1415896,false
4656716,false
1416871,false
4656719,false
1416920,false
4656760,false
1416981,false
4656765,false
1417203,false
4656800,false
1413893,false
4657205,false
1414073,true
4656387,false
1419658,false
1417458,false
4656452,false
1417488,false
4656574,false
1417604,false
4656629,false
1417710,false
1417749,false
4657472,false
4658140,false
1417794,false
4658179,false
1418233,false
4658236,false
1419774,false
1419779,false
4657583,false
1418452,false
4658771,false
4658358,false
1418573,false
4658359,false
1419886,false
4658374,false
1420006,false
4658457,false
1420171,false
1418604,false
4658705,false
4659179,false
1418680,false
1420341,false
4659632,false
1420361,false
4659634,false
1418738,false
4659772,true
1418758,false
4659932,false
1418884,false
1414076,false
4660070,false
1420987,false
4657591,false
1420366,false
4660148,false
1420374,false
4660167,false
4660182,false
1418937,false
4660204,false
1419070,false
4660367,false
1421203,false
4660471,false
1419105,false
1420380,false
4660515,false
1420520,false
4660688,false
4660750,false
1421221,true
4661319,false
1421245,false
4661389,false
1421412,false
4661458,false
1421446,false
4661468,false
1419454,false
4661473,false
1421569,false
4661522,false
1421815,false
4660074,false
1421951,false
1422433,false
4662358,false
4662441,false
1422637,false
4662493,false
1422678,false
4661616,false
1421974,false
4661625,false
1422038,true
4661645,false
1422771,false
1422777,false
4661837,false
1423138,false
4661849,false
1423435,false
4662068,false
1423511,false
4662577,false
1424382,false
4662612,false
4662614,false
1423790,false
4662677,false
1423837,false
1423990,false
4662686,false
4662699,false
1424061,false
4663121,false
1424317,false
4663170,false
1426570,false
1426666,false
4663186,false
1426707,false
4663190,false
1426733,false
4663229,false
1426816,false
4663280,false
1424878,false
4663363,false
1424940,false
4663376,false
1426948,false
4663517,false
1425022,false
4663524,false
1425026,false
1425075,false
4663829,false
4663881,false
1425184,false
1425563,false
4663988,false
1425564,false
4663996,false
1427229,false
4666354,false
1427782,false
4662113,false
1427865,false
4664226,false
1427917,false
4664312,false
1428432,false
4664549,false
1428561,false
4664573,false
1428794,false
4664632,false
1429155,false
4664789,false
1431219,false
4664879,false
4665080,false
1431390,false
4665089,false
5683723,false
1429484,false
4665322,false
1430240,false
4665339,false
1425802,false
4665617,false
1430564,false
4665772,false
1430605,false
4665892,false
1431042,false
4665920,false
1432081,false
4665949,false
1433676,false
4665999,true
1433688,false
4666155,false
4666160,false
1433769,false
4666466,false
1433777,false
1433801,false
4667200,false
4666549,false
1434024,false
4666658,false
1432593,false
4666663,false
1432770,false
4666732,false
1436221,false
4667042,false
1434448,false
4667076,false
1434471,false
4667213,false
1434921,false
4667343,false
1435235,false
4667473,false
1435459,false
4667513,false
1436279,false
4667528,false
1434233,false
4667704,false
1437125,false
4667724,false
1437184,false
4667730,false
4667756,false
1437478,false
4668241,false
1437881,false
4668330,false
1436605,false
1433125,false
4668382,false
1438883,false
4668420,false
1438923,false
4668433,false
1438974,false
4668580,false
1438116,false
4668650,false
4668680,false
1439758,false
1439781,false
4669013,false
1439796,false
4669116,false
4670673,false
1439872,false
1440105,false
4669329,false
4669492,false
1440145,false
1440297,false
4669509,false
1440307,false
4669515,false
1440425,false
4669537,false
1440447,false
4669566,false
1440758,false
4669599,false
1442235,false
4669706,false
1441184,false
4669876,false
1441339,false
4669951,false
1441383,false
4670254,false
1441752,false
4670289,false
1441931,false
4670307,false
1441945,false
4670326,false
1442326,false
4605585,false
1442505,false
4670442,false
4605560,false
1442660,false
4669185,true
4605565,false
4671296,false
1443233,false
4605547,false
1443518,false
4671298,true
4581822,false
1444136,false
4671421,false
4604474,false
4671465,false
1445186,false
4605057,false
1445299,false
4671470,false
1445386,false
4605002,false
4671482,false
4604988,false
1445390,false
4671535,false
4604751,false
1445407,false
4671537,false
4604218,false
1445465,false
4671603,false
1442881,false
4604083,false
4671608,false
1447353,false
4603904,false
4671636,false
1442206,false
4671658,false
4603479,false
1445714,false
4671660,false
4603204,false
1446229,false
4671756,false
4602983,false
1446412,false
4671770,false
4602481,false
1446690,false
4671781,false
1446728,false
4671891,false
4602482,false
1450131,false
4671899,false
4602334,false
4672457,false
1450606,false
4602050,false
4672471,false
4602154,false
1450624,false
4671906,false
1453766,false
4599885,false
1452699,false
4599548,false
4671944,false
4597672,false
4672509,false
1446891,false
4597702,false
4672037,false
1451764,false
4672558,false
1452385,false
4597657,false
1454484,false
4672621,false
4597592,false
4672625,false
1457894,false
4597415,false
1458312,false
4672178,false
4597259,false
1456044,false
4672219,false
4596943,false
1456404,false
4672636,false
4595895,false
1456405,false
4672328,false
1458718,false
4570132,false
4672722,false
1459044,false
4672724,false
4595545,false
1459428,false
4672752,false
4595309,false
1459672,false
4672944,false
4595284,false
1456540,false
4594328,false
1462363,false
4672960,false
4594195,false
4672999,false
1459818,false
4593876,false
4670552,false
1459970,false
4673014,false
4593190,false
1462929,false
4673029,false
1460526,false
4593163,false
4673076,false
1462992,false
4673111,false
4592900,true
4673129,false
1463058,false
4592866,false
4673130,false
1463162,false
4592531,false
4673331,false
1463197,false
4592043,false
4673334,false
1463308,false
4592006,false
4673403,false
1455736,false
4591715,false
4673477,false
1462168,false
4591299,false
4673682,false
1463589,false
4590642,false
4673764,false
1463889,false
4590611,false
1463952,false
4673916,false
4590034,false
1464054,false
4673940,false
4589984,false
1464115,false
4673968,false
4589865,false
1464354,false
4674011,false
4588770,false
1464981,false
4674040,false
4588738,false
4674128,false
1465589,false
4588475,false
4674269,true
1466381,false
4587991,false
4674331,false
1467069,false
4587645,false
4674585,false
1462176,false
4587480,false
4674661,false
1468206,false
4587417,false
4674663,false
1464533,false
4587161,false
1468890,false
4674670,true
4587124,false
1468571,false
4674723,false
4586991,false
4674754,false
1470192,false
4587073,false
4673503,false
1470193,false
4586440,false
1470699,false
4586575,false
4675679,false
1467163,false
4675440,false
4586089,false
1471753,false
4675696,false
4585702,false
1472717,false
4585669,false
4675948,false
4676092,false
4585511,false
1472865,false
4585421,false
4676099,false
1472866,false
4585222,false
4676140,false
1468960,false
4585216,false
4676211,false
1473867,false
4584916,false
4676492,false
1474881,false
4584840,false
1485449,false
4676496,false
4583097,false
1485972,false
4676689,false
4582440,false
1484649,false
4676704,true
4584344,false
1485187,false
4676782,false
1486182,false
4584119,false
4676826,false
4583060,false
4675553,false
1487577,false
4582671,false
4677653,false
1486273,false
4582625,false
1490266,false
4674778,false
4582568,false
1490812,false
4676976,false
4582279,false
1491020,false
4677034,false
4677036,false
4581897,false
1488904,false
1493277,false
4581729,false
4677252,true
1493603,false
4581676,false
4677478,false
4581626,false
1495251,true
4678443,false
4581521,false
4678584,false
1495511,false
4581147,false
4677766,false
1493930,false
4581238,false
4677898,false
1497160,false
4580863,false
4678020,false
1498034,false
4580874,false
1503082,false
4678025,false
4580694,false
1503469,false
4678907,false
4580759,false
4679055,false
1503483,false
4580720,false
4679457,false
1504722,false
4580691,false
4679729,false
1503984,false
4580385,false
4679737,false
1503985,false
4579781,false
1505591,false
4679749,false
4579210,false
1505873,false
4679839,false
4578214,false
1505937,false
4679921,false
4577911,false
1505957,false
4679928,false
4577296,true
1503986,false
4679986,false
4577117,false
1504388,false
4680026,false
1504400,false
4577083,false
4680442,false
1508507,false
4576958,false
4680485,false
4680548,false
4576733,false
5620561,true
4576376,false
1510897,false
4680669,false
4575780,false
1511338,false
4680687,false
4575978,false
1511793,false
4678066,false
4575970,false
4681192,false
1517232,false
4575956,false
4681273,false
1514972,false
4575420,false
4681486,false
4575324,false
1515114,false
4681588,false
4575326,false
1514223,false
4682162,false
4575051,false
4680160,false
1517891,false
4575035,false
4682276,false
1504525,false
4575021,false
1515850,false
4680947,false
4574976,false
4682829,false
4574808,false
1518606,false
4682846,false
4574401,false
1520726,false
4574346,false
4683161,false
1520962,false
4574278,false
4682490,false
1523807,false
4574173,false
4684903,false
1524107,false
4573373,false
4684911,false
1526558,false
4542934,false
4684125,false
4573019,false
1526713,false
4685068,false
4572504,false
1530930,false
4685105,false
4572497,false
1530966,false
4685117,true
4572130,false
1534619,false
4572336,false
4685159,false
4572283,false
1534620,false
4685177,false
4571383,false
1527700,false
4685221,false
4571282,false
1533535,false
4570764,false
4684406,false
1533536,false
4684412,false
4570862,false
1533537,false
4684555,false
4570498,false
1534621,false
4570388,false
4685389,false
1534892,false
4570311,false
4685518,false
1536677,false
4570217,false
4684711,false
1538843,false
4684830,true
4569833,false
1532612,false
4514619,false
1534443,false
4684854,false
4569305,false
1535897,false
4683501,false
4569187,false
1539790,false
4683608,false
4568669,false
1539862,false
4683801,false
4567654,false
1543602,false
4683374,false
4567657,false
1544582,false
4685662,false
4567301,false
1548094,false
4566973,false
4685787,false
4685788,false
1542449,false
4566347,false
4683952,false
1547869,false
4566159,false
1548131,false
4565990,false
4683955,false
4565731,false
1548287,false
4684035,false
1548534,false
4565527,false
4686355,false
1548637,false
4565404,false
4686420,false
1551477,false
4564969,false
1551555,false
4686536,false
4563655,false
1548050,false
4686552,false
4563586,false
1549439,false
4686737,false
4559567,false
1549587,false
4686754,false
4563152,false
1549633,false
4559019,false
4687049,false
1546056,true
4560910,false
4687258,false
4562593,false
1550558,false
4687364,false
4562531,false
1549647,false
4562054,false
1549653,false
4687380,false
4687390,false
4562133,false
1549979,false
4687474,false
1550029,false
4562076,false
4687584,false
1548985,false
4561500,false
4687785,false
1553071,false
4560613,false
4687820,false
1550765,false
4560462,false
4687987,false
1555156,false
4560131,false
4688059,false
1551701,false
4559798,false
4688172,false
1551744,false
4559675,false
1551758,false
4685988,false
1556479,false
4559510,false
4688426,false
1559382,false
4688461,false
4559339,false
1551913,false
4688517,false
4559246,false
4688519,false
1560119,false
4688569,false
4557943,false
1560282,false
4688610,false
1560326,false
4558408,false
1560939,false
4558374,false
4688650,false
1560971,false
4688659,false
4494076,false
1558369,false
4557973,false
4688818,false
4557527,false
1563566,false
4689029,false
4557419,false
1562005,false
4557432,false
4689069,false
1567748,false
4689155,false
1567822,false
4556556,false
4689156,false
1567823,false
4556486,false
1882017,false
1567824,false
4689160,false
4555639,false
1568225,false
1881549,false
4689205,false
4554113,false
4689230,false
1568630,false
4552498,false
1881525,false
1566739,false
4689258,false
4551712,false
1881040,false
4689260,false
1570264,false
4550818,false
1880829,false
4689261,false
1564092,false
4550289,false
1879804,false
4689263,false
1564118,false
1880344,false
4550287,false
1564424,false
4689267,false
1576926,false
1878825,false
4549555,false
4689305,false
4549190,false
1879916,false
1572903,false
4689339,false
1573373,false
4548640,false
4689362,false
1879835,false
1573389,false
4548522,true
1879310,false
4689401,false
1573410,false
4547914,false
1879175,false
4689423,false
1571138,false
1878576,false
4547182,false
4689454,false
4546670,false
1576251,false
1877762,false
4689539,false
4546700,false
1877644,false
1574129,false
4690284,false
4546172,false
1577561,false
1876133,false
4689656,false
4546080,false
4689701,false
1577713,false
1875668,false
4545977,false
1577882,false
4689719,false
4545576,false
1872765,false
1580855,false
4545519,false
4689918,false
1872911,false
1574961,false
4544984,false
4689920,false
1872639,false
1581888,false
4544982,false
4689960,false
1872123,false
4543884,false
1579393,false
4690102,false
1871696,false
4543639,false
1573942,false
4690109,false
1871016,false
4543623,false
1870802,false
4690243,false
1583002,false
4543562,false
4690315,false
1583127,false
1870799,false
4543341,false
4690334,false
1583228,false
1870507,false
4542714,false
4690343,false
1584541,false
1870091,false
4542508,false
4690376,false
1584661,false
4542229,false
1586560,false
4690431,false
1870026,false
1587336,false
4541915,false
1867956,false
4690437,false
1587462,false
4690614,false
1866665,false
4540543,false
1587657,false
4690683,false
1866678,false
4540328,false
1589370,false
4515236,false
4690695,false
1866022,false
1865073,false
4539450,false
1589373,false
4690788,false
1865071,false
4539435,false
1588276,false
4690881,false
1864453,false
1585639,false
4538962,false
4690966,false
4538928,false
1592830,false
1864275,false
4691032,true
4537816,false
1594186,false
1864268,false
4691104,false
4538789,false
1594715,false
1864255,false
4691124,false
1863486,false
1594837,false
4538327,false
4691137,false
4538128,false
1863452,false
1591637,false
4691145,false
4537986,false
4691152,false
1863050,false
1591974,false
4537703,false
4691198,false
1592575,false
1859645,false
4537573,false
1592709,false
4691252,false
1859088,false
1595611,false
4537491,false
4691282,false
1857963,false
4693651,false
1593545,false
4531865,false
1857416,false
1594001,false
4693672,false
4536003,false
1600224,false
1856636,false
4691730,false
4534825,false
1600226,false
1856618,false
4693675,false
4533579,false
1600238,false
4691753,false
1856367,false
4532881,false
1600457,false
4691912,false
1855455,false
1598949,false
4529264,false
4692045,false
1855211,false
4532067,false
1600563,false
4692177,false
1854719,false
4532032,false
1597797,false
1854361,false
4692349,false
4531805,false
1852982,false
1598183,false
4692449,false
4531686,false
1852819,false
1599680,false
4531471,false
4692592,false
1599910,false
1852098,false
4531087,false
4692640,false
1851653,false
1598573,false
4528940,false
1851652,false
4692675,false
1603108,false
4527837,false
1851651,false
1605261,false
4692729,false
4527348,false
1851339,false
1605567,false
4692772,false
4527152,false
1605572,false
4527044,false
1851284,false
4692862,false
1600026,false
4526994,false
1851254,false
4692912,false
1604035,false
1850214,false
4526595,false
4692870,false
1603797,false
4526350,false
1849902,false
4525274,false
4692968,false
1607736,false
1849290,false
1600687,false
4524925,false
1849241,false
4693030,false
1607000,false
4524596,false
1848909,false
4693058,false
1607101,false
4524075,false
1847959,false
4523288,false
1611665,false
4693209,false
1847465,false
4523284,false
1611691,false
1847346,false
4693408,false
4522917,false
1611772,false
4522598,false
1846959,false
4693465,false
1609008,false
4693472,false
4522253,false
4695082,false
1846434,false
1609811,false
4520770,false
1846285,false
4695553,false
1607332,false
4514680,false
1846281,false
1612881,false
4695573,false
4518018,false
1846248,false
1612928,false
4695577,false
4518015,true
1846107,false
1613625,false
1845802,false
4695615,false
4517373,false
1609973,false
1845262,false
4695650,false
4517211,false
1614396,false
1844881,false
4695687,false
4515002,false
1614447,false
1844292,false
4693740,false
1615386,false
4516769,false
1844164,false
1613973,false
1844003,false
4516553,false
4693834,false
1843925,false
4694538,false
1617677,false
4516322,false
1842909,false
4694577,false
1617715,false
4515639,false
1842281,false
4515605,false
1617744,false
4693866,false
1841895,false
4508903,true
1617878,false
4693906,false
4513894,false
1841268,false
1618029,false
4694681,false
4513774,false
1619551,false
1841071,false
4513140,false
4694694,false
1619731,false
1840310,false
4513084,false
4694698,false
1620037,false
1839508,false
4512484,false
4694759,false
1620058,false
4512444,false
4693938,true
1839302,false
1605593,false
4511221,false
1838212,false
4694051,false
1618443,false
4511182,false
1620632,false
4694058,false
1837919,false
4510870,false
1834401,false
1620637,false
4694070,false
4509490,false
1835630,false
1621262,false
1327796,false
4694876,false
4506248,false
1621481,false
1834442,false
4694950,false
1326082,false
1615920,false
4505099,false
4694094,false
1832757,false
1325788,false
4507992,false
1615959,false
4694154,false
1832168,false
4694160,false
4506666,false
1615966,false
1324424,false
4694954,false
1832115,false
4505446,false
1621603,false
1322514,false
1831179,false
4694266,false
4505248,false
1622042,false
1831101,false
1321898,false
4696193,false
4505116,false
1615995,false
1828716,false
1321896,false
4504729,false
4696203,false
1616410,false
4504698,false
1828468,false
1316776,false
1616518,false
4696579,false
4504525,false
1828433,false
1616852,false
4696305,false
1311710,false
1622142,false
4504510,false
4696326,false
1827591,false
1622296,false
1311177,false
1826786,false
4504492,false
4696411,false
1621484,false
1826539,false
1311175,false
4504281,false
1623876,false
4696802,true
1309518,false
1622325,false
4503862,false
1826295,false
4696837,false
1309073,false
1622542,false
4696839,false
4503794,false
1826177,false
4696862,false
4503630,false
1623300,false
1308896,false
1825571,false
4696969,false
1623525,false
1306617,false
4503275,false
1825566,false
1304100,false
4502837,false
4696999,false
1624252,false
1825480,false
1302896,false
4501721,false
1624662,false
4697108,false
1825174,false
1302770,false
4501643,false
1625637,false
4697133,false
1825195,false
4501615,false
1302022,false
4697406,false
1625251,false
1301552,false
1824400,false
4501583,false
4697431,false
1299361,false
1624762,false
4501407,false
1823941,false
4697461,false
1628301,false
1297003,false
1822612,false
4501456,false
4697479,false
1821233,false
1628477,false
4501438,false
1297095,false
1819859,false
4697574,false
1628775,false
4501306,false
1297136,false
1820066,false
4500992,false
4697756,false
1623629,false
1296692,false
4500973,false
1627074,false
1819411,false
4697776,false
1628829,false
4500978,false
1296364,false
1818978,false
4694968,false
1628838,false
4500381,false
1816752,false
1296295,false
4697913,false
1628858,false
4500038,false
1816267,false
4697929,false
1294697,false
1629156,false
4500067,false
1815183,false
4698026,true
1294690,false
1625881,false
1813752,false
4499846,false
1294185,false
1630478,false
4698075,false
1814382,false
4499627,false
1630958,false
1293743,false
4698132,false
1813066,false
1631693,false
4498764,false
1293580,false
1812331,false
4698162,false
1632649,false
4498101,false
4698332,false
1809676,false
1292261,false
1632701,false
4698371,false
1809670,false
4497877,false
1292017,false
1629418,false
1809614,false
1291150,false
4497081,false
4698405,false
1629882,false
1808957,false
1287825,false
4698444,false
4496622,false
1632276,false
1807702,false
4698590,false
4496316,false
1632804,false
1287819,false
1807645,false
4496260,false
4698741,false
1287784,false
1632846,false
1807298,false
4495853,false
1287546,false
1807265,false
4698867,false
1633499,false
4495668,false
1286504,false
1806793,false
1633630,false
4495608,false
4698983,false
1284697,false
1806494,false
4697160,false
1633733,false
4494990,false
1806244,false
1284267,false
1633741,false
4699339,false
1806020,false
4479831,false
1282884,false
1633768,false
4495248,false
1805816,false
1280881,false
1633782,false
4699345,false
4495062,false
1805810,false
1280878,false
4699388,false
1634739,false
4494780,false
1804868,false
4699403,false
1280008,false
1634742,false
4494764,false
4699404,false
1804867,false
1275917,false
1635388,false
4494684,false
1804866,false
4699133,false
1274152,false
1638356,false
4491852,false
1804416,false
4699168,false
1271840,false
1638464,false
4491433,false
1804264,false
4699186,false
1636776,false
1272826,false
4699244,false
4490881,false
1803384,false
1271829,false
1637403,false
4490131,false
1803390,false
4699554,false
1270123,false
1803079,false
4489272,false
1635882,false
1269151,false
4699682,false
4488091,false
1800424,false
1269022,false
1636502,false
1269020,false
4699747,false
4488543,false
1800154,false
1636513,false
4699933,false
4488528,false
1266882,false
1800008,false
4700010,false
4488483,false
1638579,false
1266881,false
1799933,false
1266868,false
1638958,false
4487625,false
1799291,false
4700280,false
1638959,false
1266779,false
4487359,false
1642243,false
1799041,false
1265397,false
4700330,false
1265396,false
4487347,false
1642249,false
1798248,false
1265395,false
4700661,false
4487332,false
1636607,false
1798042,false
1265394,false
4700714,false
1641207,false
4486188,false
1262216,false
1797705,false
1641361,false
4700988,false
1262215,false
1639335,false
4700994,false
1797624,false
4486230,false
1262214,false
4701000,false
1639534,false
4484786,false
1796876,false
4701233,false
1640107,false
1257688,false
1796478,false
4478442,false
1257687,false
1794869,false
1640253,false
4701368,false
1257686,false
1638960,false
1794718,false
4483981,false
1257685,false
4701378,false
1794334,false
1257684,false
4483596,false
1643994,false
1794218,false
4701495,false
4482341,false
1257564,false
1644346,false
1793376,false
1257563,false
4701534,false
4459658,false
1645246,false
1793334,false
4480858,false
1257562,false
1645909,false
4701543,false
1793085,false
4480721,false
1256811,false
1792230,false
1646027,false
4701623,false
4480684,false
1251109,false
1791438,false
4479919,false
4701626,false
1646358,false
1255788,false
4479328,false
4701670,false
1645292,false
1790855,false
1232544,false
4479329,false
1649001,false
4701716,false
1790053,false
1649164,false
4479339,false
1790042,false
4701835,false
1230862,false
4479277,false
1649168,false
4701882,false
1228927,false
1790004,false
4478238,false
1649176,false
4702528,false
1228916,false
1789601,false
4477965,false
1649206,false
1789778,false
1228378,false
4476947,false
4703180,true
1226644,false
1789738,false
4476930,false
4703215,false
1648121,false
1789296,false
1223882,false
4476601,false
4700397,false
