url,nom_attr_1,val_attr_1,nom_attr_2,val_attr_2,nom_attr_3,val_attr_3,nom_attr_4,val_attr_4,nom_attr_5,val_attr_5,nom_attr_6,val_attr_6,nom_attr_7,val_attr_7
https://www.henryschein.fr/fr-fr/dental/p/cfao/blocs-pour-implants/ips-e-max-cad-lt-a14-ivoclar-vivadent-teinte-a2-a14s-boite-de-5/890-5934,Taille,A14 (S),Teinte,A2,,,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/blocs-pour-implants/ips-e-max-cad-lt-a14-ivoclar-vivadent-teinte-a3-a14s-boite-de-5/890-5935,Taille,A14 (S),Teinte,A3,,,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/blocs-pour-implants/ips-e-max-cad-lt-a14-ivoclar-vivadent-teinte-a3-5-a14s-boite-de-5/890-5936,Taille,A14 (S),Teinte,"A3,5",,,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/blocs-pour-implants/ips-e-max-cad-lt-a14-ivoclar-vivadent-teinte-b2-a14s-boite-de-5/890-5938,Taille,A14 (S),Teinte,B2,,,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/blocs-pour-implants/ips-e-max-cad-lt-a14-ivoclar-vivadent-teinte-c1-a14s-boite-de-5/890-5939,Taille,A14 (S),Teinte,C1,,,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/blocs-pour-implants/ips-e-max-cad-lt-a14-ivoclar-vivadent-teinte-c2-a14s-boite-de-5/890-5940,Taille,A14 (S),Teinte,C2,,,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/blocs-pour-implants/ips-e-max-cad-lt-a14-ivoclar-vivadent-teinte-d2-a14s-boite-de-5/890-5941,Taille,A14 (S),Teinte,D2,,,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/blocs-pour-implants/ips-e-max-cad-lt-a14-ivoclar-vivadent-teinte-a1-a14l-boite-de-5/890-5942,Taille,A14 (L),Teinte,A1,,,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/blocs-pour-implants/ips-e-max-cad-lt-a14-ivoclar-vivadent-teinte-a2-a14l-boite-de-5/890-5943,Taille,A14 (L),Teinte,A2,,,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/blocs-pour-implants/ips-e-max-cad-lt-a14-ivoclar-vivadent-teinte-a3-a14l-boite-de-5/890-5944,Taille,A14 (L),Teinte,A3,,,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/blocs-pour-implants/ips-e-max-cad-lt-a14-ivoclar-vivadent-teinte-a3-5-a14l-boite-de-5/890-5945,Taille,A14 (L),Teinte,"A3,5",,,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/blocs-pour-implants/ips-e-max-cad-lt-a14-ivoclar-vivadent-teinte-b1-a14l-boite-de-5/890-5946,Taille,A14 (L),Teinte,B1,,,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/blocs-pour-implants/ips-e-max-cad-lt-a14-ivoclar-vivadent-teinte-b2-a14l-boite-de-5/890-5947,Taille,A14 (L),Teinte,B2,,,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/blocs-pour-implants/ips-e-max-cad-lt-a14-ivoclar-vivadent-teinte-c1-a14l-boite-de-5/890-5948,Taille,A14 (L),Teinte,C1,,,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/blocs-pour-implants/ips-e-max-cad-lt-a14-ivoclar-vivadent-teinte-c2-a14l-boite-de-5/890-5949,Taille,A14 (L),Teinte,C2,,,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/blocs-pour-implants/ips-e-max-cad-lt-a14-ivoclar-vivadent-teinte-d2-a14l-boite-de-5/890-5950,Taille,A14 (L),Teinte,D2,,,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/blocs-pour-implants/ips-e-max-cad-lt-a14-ivoclar-vivadent-teinte-a1-a14s-boite-de-5/890-5990,Taille,A14 (S),Teinte,A1,,,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/blocs-pour-implants/telio-cad-abutment-ivoclar-vivadent-blocs-lt-a16-a1-s-boite-de-3/890-5229,Taille,A16 (S),Teinte,A1,,,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/blocs-pour-implants/telio-cad-abutment-ivoclar-vivadent-blocs-lt-a16-a2-s-boite-de-3/890-5230,Taille,A16 (S),Teinte,A2,,,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/blocs-pour-implants/telio-cad-abutment-ivoclar-vivadent-blocs-lt-a16-a3-s-boite-de-3/890-5231,Taille,A16 (S),Teinte,A3,,,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/blocs-pour-implants/telio-cad-abutment-ivoclar-vivadent-blocs-lt-a16-a3-5-s-boite-de-3/890-5232,Taille,A16 (S),Teinte,"A3,5",,,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/blocs-pour-implants/telio-cad-abutment-ivoclar-vivadent-blocs-lt-a16-a1-l-boite-de-3/890-5235,Taille,A16 (L),Teinte,A1,,,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/blocs-pour-implants/telio-cad-abutment-ivoclar-vivadent-blocs-lt-a16-a2-l-boite-de-3/890-5236,Taille,A16 (L),Teinte,A2,,,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/blocs-pour-implants/telio-cad-abutment-ivoclar-vivadent-blocs-lt-a16-a3-l-boite-de-3/890-5237,Taille,A16 (L),Teinte,A3,,,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/blocs-pour-implants/telio-cad-abutment-ivoclar-vivadent-blocs-lt-a16-a3-5-l-boite-de-3/890-5238,Taille,A16 (L),Teinte,"A3,5",,,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/blocs-pour-implants/telio-cad-abutment-ivoclar-vivadent-blocs-lt-a16-b1-l-boite-de-3/890-5239,Taille,A16 (L),Teinte,B1,,,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/composite-hybride/blocs-numerys-hc-itena-taille-12-teinte-a1-boite-de-5/895-3296,Taille,012,Teinte,A1,,,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/composite-hybride/blocs-numerys-hc-itena-taille-12-teinte-a2-boite-de-5/895-3297,Taille,012,Teinte,A2,,,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/composite-hybride/blocs-numerys-hc-itena-taille-12-teinte-a3-boite-de-5/895-3298,Taille,012,Teinte,A3,,,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/composite-hybride/blocs-numerys-hc-itena-taille-12-teinte-a3-5-boite-de-5/895-3299,Taille,012,Teinte,"A3,5",,,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/composite-hybride/blocs-numerys-hc-itena-taille-12-teinte-b3-boite-de-5/895-3300,Taille,012,Teinte,B3,,,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/composite-hybride/blocs-numerys-hc-itena-taille-12-teinte-e-boite-de-5/895-3301,Taille,012,Teinte,E,,,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/composite-hybride/blocs-numerys-hc-itena-taille-14-teinte-a1-boite-de-5/895-3302,Taille,014,Teinte,A1,,,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/composite-hybride/blocs-numerys-hc-itena-taille-14-teinte-a2-boite-de-5/895-3303,Taille,014,Teinte,A2,,,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/composite-hybride/blocs-numerys-hc-itena-taille-14-teinte-a3-boite-de-5/895-3304,Taille,014,Teinte,A3,,,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/composite-hybride/blocs-numerys-hc-itena-taille-14-teinte-a3-5-boite-de-5/895-3305,Taille,014,Teinte,"A3,5",,,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/composite-hybride/blocs-numerys-hc-itena-taille-14-teinte-b3-boite-de-5/895-3306,Taille,014,Teinte,B3,,,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/composite-hybride/blocs-numerys-hc-itena-taille-14-teinte-e-boite-de-5/895-3307,Taille,014,Teinte,E,,,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/composite-hybride/brilliant-crios-coltene-blocs-teinte-bleach-lt-14-boite-de-5/951-5908,Translucidit�,LT,Taille,14,Teinte,BL,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/composite-hybride/brilliant-crios-coltene-blocs-teinte-a1-lt-14-boite-de-5/951-5909,Translucidit�,LT,Taille,14,Teinte,A1,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/composite-hybride/brilliant-crios-coltene-blocs-teinte-a2-lt-14-boite-de-5/951-5910,Translucidit�,LT,Taille,14,Teinte,A2,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/composite-hybride/brilliant-crios-coltene-blocs-teinte-a3-lt-14-boite-de-5/951-5911,Translucidit�,LT,Taille,14,Teinte,A3,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/composite-hybride/brilliant-crios-coltene-blocs-teinte-a3-5-lt-14-boite-de-5/951-5912,Translucidit�,LT,Taille,14,Teinte,"A3,5",,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/composite-hybride/brilliant-crios-coltene-blocs-teinte-b2-lt-14-boite-de-5/951-5914,Translucidit�,LT,Taille,14,Teinte,B2,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/composite-hybride/brilliant-crios-coltene-blocs-teinte-b3-lt-14-boite-de-5/951-5915,Translucidit�,LT,Taille,14,Teinte,B3,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/composite-hybride/brilliant-crios-coltene-blocs-teinte-c2-lt-14-boite-de-5/951-5916,Translucidit�,LT,Taille,14,Teinte,C2,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/composite-hybride/brilliant-crios-coltene-blocs-teinte-a1-ht-14-boite-de-5/951-5917,Translucidit�,HT,Taille,14,Teinte,A1,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/composite-hybride/brilliant-crios-coltene-blocs-teinte-a2-ht-14-boite-de-5/951-5918,Translucidit�,HT,Taille,14,Teinte,A2,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/composite-hybride/brilliant-crios-coltene-blocs-teinte-a3-ht-14-boite-de-5/951-5919,Translucidit�,HT,Taille,14,Teinte,A3,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/composite-hybride/brilliant-crios-coltene-blocs-teinte-a2-lt-12-boite-de-5/951-5923,Translucidit�,LT,Taille,12,Teinte,A2,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/composite-hybride/brilliant-crios-coltene-blocs-teinte-a3-lt-12-boite-de-5/951-5924,Translucidit�,LT,Taille,12,Teinte,A3,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/composite-hybride/brilliant-crios-coltene-blocs-teinte-a3-5-lt-12-boite-de-5/951-5925,Translucidit�,LT,Taille,12,Teinte,"A3,5",,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/composite-hybride/brilliant-crios-coltene-blocs-teinte-b3-lt-12-boite-de-5/951-5928,Translucidit�,LT,Taille,12,Teinte,B3,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/composite-hybride/brilliant-crios-coltene-blocs-teinte-a1-ht-12-boite-de-5/951-5930,Translucidit�,HT,Taille,12,Teinte,A1,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/composite-hybride/brilliant-crios-coltene-blocs-teinte-a2-ht-12-boite-de-5/951-5931,Translucidit�,HT,Taille,12,Teinte,A2,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/composite-hybride/brilliant-crios-coltene-blocs-teinte-a3-ht-12-boite-de-5/951-5932,Translucidit�,HT,Taille,12,Teinte,A3,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/composite-hybride/cerasmart-270-gc-bloc-ht-taille-12-teinte-a1-boite-de-5/895-5485,Taille,12,Teinte,A1,,,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/composite-hybride/cerasmart-270-gc-bloc-ht-taille-12-teinte-a2-la-boite-de-5/895-5486,Taille,12,Teinte,A2,,,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/composite-hybride/cerasmart-270-gc-bloc-ht-taille-12-teinte-a3-la-boite-de-5/895-5487,Taille,12,Teinte,A3,,,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/composite-hybride/cerasmart-270-gc-bloc-ht-taille-12-teinte-a3-5-la-boite-de-5/895-5488,Taille,12,Teinte,"A3,5",,,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/composite-hybride/cerasmart-270-gc-bloc-ht-taille-12-teinte-b1-boite-de-5/895-5489,Taille,12,Teinte,B1,,,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/composite-hybride/cerasmart-270-gc-bloc-ht-taille-14-teinte-a1-boite-de-5/895-5496,Taille,14,Teinte,A1,,,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/composite-hybride/cerasmart-270-gc-bloc-ht-taille-14-teinte-a2-boite-de-5/895-5497,Taille,14,Teinte,A2,,,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/composite-hybride/cerasmart-270-gc-bloc-ht-taille-14-teinte-a3-boite-de-5/895-5498,Taille,14,Teinte,A3,,,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/composite-hybride/cerasmart-270-gc-bloc-ht-taille-14-teinte-a3-5-boite-de-5/895-5499,Taille,14,Teinte,"A3,5",,,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/composite-hybride/cerasmart-270-gc-bloc-ht-taille-14-teinte-b1-boite-de-5/895-5500,Taille,14,Teinte,B1,,,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/composite-hybride/cerasmart-270-gc-bloc-ht-taille-14l-teinte-a1-boite-de-5/895-5507,Taille,14L,Teinte,A1,,,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/composite-hybride/cerasmart-270-gc-bloc-ht-taille-14l-teinte-a2-boite-de-5/895-5508,Taille,14L,Teinte,A2,,,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/composite-hybride/cerasmart-270-gc-bloc-ht-taille-14l-teinte-a3-boite-de-5/895-5509,Taille,14L,Teinte,A3,,,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/composite-hybride/cerasmart-270-gc-bloc-ht-taille-14l-teinte-a3-5-boite-de-5/895-5510,Taille,14L,Teinte,"A3,5",,,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/composite-hybride/cerasmart-270-gc-bloc-ht-taille-14l-teinte-b1-la-boite-de-5/895-5511,Taille,14L,Teinte,B1,,,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/composite-hybride/cerasmart-270-gc-bloc-lt-taille-12-teinte-a1-boite-de-5/895-5490,Taille,12,Teinte,A1,,,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/composite-hybride/cerasmart-270-gc-bloc-lt-taille-12-teinte-a2-la-boite-de-5/895-5491,Taille,12,Teinte,A2,,,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/composite-hybride/cerasmart-270-gc-bloc-lt-taille-12-teinte-a3-la-boite-de-5/895-5492,Taille,12,Teinte,A3,,,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/composite-hybride/cerasmart-270-gc-bloc-lt-taille-12-teinte-a3-5-boite-de-5/895-5493,Taille,12,Teinte,"A3,5",,,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/composite-hybride/cerasmart-270-gc-bloc-lt-taille-12-teinte-b1-boite-de-5/895-5494,Taille,12,Teinte,B1,,,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/composite-hybride/cerasmart-270-gc-bloc-lt-taille-14-teinte-a1-la-boite-de-5/895-5501,Taille,14,Teinte,A1,,,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/composite-hybride/cerasmart-270-gc-bloc-lt-taille-14-teinte-a2-la-boite-de-5/895-5502,Taille,14,Teinte,A2,,,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/composite-hybride/cerasmart-270-gc-bloc-lt-taille-14-teinte-a3-la-boite-de-5/895-5503,Taille,14,Teinte,A3,,,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/composite-hybride/cerasmart-270-gc-bloc-lt-taille-14-teinte-a3-5-la-boite-de-5/895-5504,Taille,14,Teinte,"A3,5",,,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/composite-hybride/cerasmart-270-gc-bloc-lt-taille-14-teinte-b1-la-boite-de-5/895-5505,Taille,14,Teinte,B1,,,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/composite-hybride/cerasmart-270-gc-bloc-lt-taille-14l-teinte-a1-boite-de-5/895-5512,Taille,14L,Teinte,A1,,,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/composite-hybride/cerasmart-270-gc-bloc-lt-taille-14l-teinte-a2-boite-de-5/895-5513,Taille,14L,Teinte,A2,,,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/composite-hybride/cerasmart-270-gc-bloc-lt-taille-14l-teinte-a3-boite-de-5/895-5514,Taille,14L,Teinte,A3,,,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/composite-hybride/cerasmart-270-gc-bloc-lt-taille-14l-teinte-a3-5-boite-de-5/895-5515,Taille,14L,Teinte,"A3,5",,,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/composite-hybride/cerasmart-270-gc-bloc-lt-taille-14l-teinte-b1-boite-de-5/895-5516,Taille,14L,Teinte,B1,,,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/composite-hybride/telio-cad-ivoclar-vivadent-bloc-lt-b40l-a2-boite-de-9/891-7417,Taille,B40,Conditionnement,La bo�te de 9 blocs,Teinte,A2,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/composite-hybride/telio-cad-ivoclar-vivadent-bloc-lt-b40l-a3-boite-de-9/891-7418,Taille,B40,Conditionnement,La bo�te de 9 blocs,Teinte,A3,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/composite-hybride/telio-cad-ivoclar-vivadent-bloc-lt-b40l-a3-5-boite-de-9/891-7419,Taille,B40,Conditionnement,La bo�te de 9 blocs,Teinte,"A3,5",,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/composite-hybride/telio-cad-ivoclar-vivadent-bloc-lt-b40l-b1-boite-de-9/891-7420,Taille,B40,Conditionnement,La bo�te de 9 blocs,Teinte,B1,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/composite-hybride/telio-cad-ivoclar-vivadent-bloc-lt-b40l-bl3-boite-de-3/891-7421,Taille,B40,Conditionnement,La bo�te de 3 blocs,Teinte,BL3,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/composite-hybride/telio-cad-ivoclar-vivadent-bloc-lt-b40l-a1-boite-de-3/891-7422,Taille,B40L,Conditionnement,La bo�te de 3 blocs,Teinte,A1,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/composite-hybride/telio-cad-ivoclar-vivadent-bloc-lt-b40l-a2-boite-de-3/891-7423,Taille,B40,Conditionnement,La bo�te de 3 blocs,Teinte,A2,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/composite-hybride/telio-cad-ivoclar-vivadent-bloc-lt-b40l-a3-boite-de-3/891-7424,Taille,B40,Conditionnement,La bo�te de 3 blocs,Teinte,A3,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/composite-hybride/telio-cad-ivoclar-vivadent-bloc-lt-b40l-a3-5-boite-de-3/891-7425,Taille,B40,Conditionnement,La bo�te de 3 blocs,Teinte,"A3,5",,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/composite-hybride/telio-cad-ivoclar-vivadent-bloc-lt-b40l-b1-boite-de-3/891-7426,Taille,B40,Conditionnement,La bo�te de 3 blocs,Teinte,B1,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/composite-hybride/telio-cad-ivoclar-vivadent-bloc-lt-b55-a1-boite-de-3/891-7434,Taille,B55,Conditionnement,La bo�te de 3 blocs,Teinte,A1,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/composite-hybride/telio-cad-ivoclar-vivadent-bloc-lt-b55-a2-boite-de-3/891-7435,Taille,B55,Conditionnement,La bo�te de 3 blocs,Teinte,A2,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/composite-hybride/telio-cad-ivoclar-vivadent-bloc-lt-b55-a3-boite-de-3/891-7436,Taille,B55,Conditionnement,La bo�te de 3 blocs,Teinte,A3,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/composite-hybride/telio-cad-ivoclar-vivadent-bloc-lt-b55-a3-5-boite-de-3/891-7437,Taille,B55,Conditionnement,La bo�te de 3 blocs,Teinte,"A3,5",,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/composite-hybride/vita-implant-solutions-vita-cad-temp-is-1m2t-is-16l-boite-de-5/892-8591,Taille,IS-16L,Teinte,1M2-T,,,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/composite-hybride/vita-implant-solutions-vita-cad-temp-is-2m2t-is-16s-boite-de-5/892-8592,Taille,IS-16S,Teinte,2M2-T,,,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/composite-hybride/vita-implant-solutions-vita-cad-temp-is-2m2t-is-16l-boite-de-5/892-8593,Taille,IS-16L,Teinte,2M2-T,,,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/composite-hybride/vita-implant-solutions-vita-cad-temp-is-3m2t-is-16s-boite-de-5/892-8594,Taille,IS-16S,Teinte,3M2-T,,,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/composite-hybride/vita-implant-solutions-vita-cad-temp-is-3m2t-is-16l-boite-de-5/892-8595,Taille,IS-16L,Teinte,3M2-T,,,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/ceramique-feldspathique/ips-empress-cad-ivoclar-vivadent-bloc-ht-teinte-a1-taille-i10-boite-de-5/892-2507,Taille,I10,Teinte,A1,,,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/ceramique-feldspathique/ips-empress-cad-ivoclar-vivadent-bloc-ht-teinte-a3-taille-i10-boite-de-5/892-2509,Taille,I10,Teinte,A3,,,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/ceramique-feldspathique/ips-empress-cad-ivoclar-vivadent-bloc-ht-teinte-b1-taille-i10-boite-de-5/892-2511,Taille,I10,Teinte,B1,,,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/ceramique-feldspathique/ips-empress-cad-ivoclar-vivadent-bloc-ht-teinte-b3-taille-i10-boite-de-5/892-2513,Taille,I10,Teinte,B3,,,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/ceramique-feldspathique/ips-empress-cad-ivoclar-vivadent-bloc-ht-teinte-d3-taille-i10-boite-de-5/892-2515,Taille,I10,Teinte,D3,,,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/ceramique-feldspathique/ips-empress-cad-ivoclar-vivadent-bloc-ht-teinte-a1-taille-i12-boite-de-5/892-2516,Taille,I12,Teinte,A1,,,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/ceramique-feldspathique/ips-empress-cad-ivoclar-vivadent-bloc-ht-teinte-a2-taille-i12-boite-de-5/892-2517,Taille,I12,Teinte,A2,,,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/ceramique-feldspathique/ips-empress-cad-ivoclar-vivadent-bloc-ht-teinte-a3-taille-i12-boite-de-5/892-2518,Taille,I12,Teinte,A3,,,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/ceramique-feldspathique/ips-empress-cad-ivoclar-vivadent-bloc-ht-teinte-a3-5-taille-i12-boite-de-5/892-2519,Taille,I12,Teinte,"A3,5",,,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/ceramique-feldspathique/ips-empress-cad-ivoclar-vivadent-bloc-ht-teinte-b1-taille-i12-boite-de-5/892-2520,Taille,I12,Teinte,B1,,,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/ceramique-feldspathique/ips-empress-cad-ivoclar-vivadent-bloc-ht-teinte-b2-taille-i12-boite-de-5/892-2521,Taille,I12,Teinte,B2,,,,,,,,,,
https://www.henryschein.fr/fr-fr/dental/p/cfao/ceramique-feldspathique/ips-empress-cad-ivoclar-vivadent-bloc-ht-teinte-b3-taille-i12-boite-de-5/892-2522,Taille,I12,Teinte,B3,,,,,,,,,,
