urlProd,nom_attr_1,val_attr_1,id
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Einwegartikel/Handschuhe-unsteril/3497201/smart-Nitrilhandschuhe-Soft?number=110961,vairante,Packung 100 Stück S,148239
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Einwegartikel/Handschuhe-unsteril/3497201/smart-Nitrilhandschuhe-Soft?number=110961,vairante,Packung 100 Stück XS,148237
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Einwegartikel/Patientenumhaenge/10004/smart-Patientenumhang?number=111127,vairante,"Rolle 80 Stück blau, 54 x 60 cm",150423
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Einwegartikel/Patientenumhaenge/10004/smart-Patientenumhang?number=111127,vairante,"Rolle 80 Stück grün, 54 x 60 cm",150417
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Einwegartikel/Patientenumhaenge/10004/smart-Patientenumhang?number=111127,vairante,"Rolle 80 Stück weiß, 54 x 60 cm",150422
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Einwegartikel/Watterollen/10052/smart-Zahnwatterollen?number=111177,vairante,Packung 300 g Größe 1,151315
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Einwegartikel/Watterollen/10052/smart-Zahnwatterollen?number=111177,vairante,Packung 300 g Größe 2,151316
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Einwegartikel/Watterollen/10052/smart-Zahnwatterollen?number=111177,vairante,Packung 300 g Größe 3,151317
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Einwegartikel/Speichelsauger/10071/smart-Speichelsauger?number=111200,vairante,Packung 100 Stück anthrazit,331713
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Einwegartikel/Speichelsauger/10071/smart-Speichelsauger?number=111200,vairante,Packung 100 Stück blau,132214
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Einwegartikel/Speichelsauger/10071/smart-Speichelsauger?number=111200,vairante,Packung 100 Stück grün,137822
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Einwegartikel/Speichelsauger/10071/smart-Speichelsauger?number=111200,vairante,Packung 100 Stück lila,150817
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Einwegartikel/Speichelsauger/10071/smart-Speichelsauger?number=111200,vairante,Packung 100 Stück orange,151000
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Einwegartikel/Speichelsauger/10071/smart-Speichelsauger?number=111200,vairante,Packung 100 Stück pink,143007
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Einwegartikel/Speichelsauger/10071/smart-Speichelsauger?number=111200,vairante,Packung 100 Stück transparent,147707
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Einwegartikel/Kanuelen-Injektions-Spuel-Pastenkanuelen/10074/smart-Injektionskanuelen?number=111203,vairante,"Packung 100 Stück Ø 0,3 x 13 mm",149378
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Einwegartikel/Kanuelen-Injektions-Spuel-Pastenkanuelen/10074/smart-Injektionskanuelen?number=111203,vairante,"Packung 100 Stück Ø 0,3 x 23 mm",149377
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Einwegartikel/Kanuelen-Injektions-Spuel-Pastenkanuelen/10074/smart-Injektionskanuelen?number=111203,vairante,"Packung 100 Stück Ø 0,4 x 23 mm",149376
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Einwegartikel/Kanuelen-Injektions-Spuel-Pastenkanuelen/10074/smart-Injektionskanuelen?number=111203,vairante,"Packung 100 Stück Ø 0,4 x 42 mm",149375
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Einwegartikel/Servietten-und-Trayauflagen/10081/smart-Normtrayeinlagen?number=111210,vairante,"Packung 250 Stück 28 x 18 cm, blau",151136
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Einwegartikel/Servietten-und-Trayauflagen/10081/smart-Normtrayeinlagen?number=111210,vairante,"Packung 250 Stück 28 x 18 cm, grün",151171
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Einwegartikel/Servietten-und-Trayauflagen/10081/smart-Normtrayeinlagen?number=111210,vairante,"Packung 250 Stück 28 x 18 cm, lila",151141
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Einwegartikel/Servietten-und-Trayauflagen/10081/smart-Normtrayeinlagen?number=111210,vairante,"Packung 250 Stück 28 x 18 cm, orange",151142
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Einwegartikel/Servietten-und-Trayauflagen/10081/smart-Normtrayeinlagen?number=111210,vairante,"Packung 250 Stück 28 x 18 cm, pink",151157
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Einwegartikel/Servietten-und-Trayauflagen/10081/smart-Normtrayeinlagen?number=111210,vairante,"Packung 250 Stück 28 x 18 cm, weiß",151138
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Einwegartikel/Mundschutz-und-Gesichtsmasken/10084/smartmask-Mundschutz?number=111213,vairante,Packung 50 Stück blau,132187
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Einwegartikel/Mundschutz-und-Gesichtsmasken/10084/smartmask-Mundschutz?number=111213,vairante,Packung 50 Stück cedro,96018861
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Einwegartikel/Mundschutz-und-Gesichtsmasken/10084/smartmask-Mundschutz?number=111213,vairante,Packung 50 Stück gelb,132189
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Einwegartikel/Mundschutz-und-Gesichtsmasken/10084/smartmask-Mundschutz?number=111213,vairante,Packung 50 Stück grün,149401
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Einwegartikel/Mundschutz-und-Gesichtsmasken/10084/smartmask-Mundschutz?number=111213,vairante,Packung 50 Stück lila,149550
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Einwegartikel/Mundschutz-und-Gesichtsmasken/10084/smartmask-Mundschutz?number=111213,vairante,Packung 50 Stück orange,149524
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Einwegartikel/Mundschutz-und-Gesichtsmasken/10084/smartmask-Mundschutz?number=111213,vairante,Packung 50 Stück weiß,132246
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Einwegartikel/Kanuelen-Saugkanuelen-chirurgische-Kunststoffkanuelen/10087/smart-Absaugkanuelen?number=111217,vairante,Packung 10 Stück blau,140727
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Einwegartikel/Kanuelen-Saugkanuelen-chirurgische-Kunststoffkanuelen/10087/smart-Absaugkanuelen?number=111217,vairante,Packung 10 Stück grün,140730
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Einwegartikel/Kanuelen-Saugkanuelen-chirurgische-Kunststoffkanuelen/10087/smart-Absaugkanuelen?number=111217,vairante,Packung 10 Stück lila,150895
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Einwegartikel/Kanuelen-Saugkanuelen-chirurgische-Kunststoffkanuelen/10087/smart-Absaugkanuelen?number=111217,vairante,Packung 10 Stück orange,148112
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Einwegartikel/Kanuelen-Saugkanuelen-chirurgische-Kunststoffkanuelen/10087/smart-Absaugkanuelen?number=111217,vairante,Packung 10 Stück pink,151036
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Einwegartikel/Kanuelen-Saugkanuelen-chirurgische-Kunststoffkanuelen/10087/smart-Absaugkanuelen?number=111217,vairante,Packung 10 Stück schwarz,140731
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Einwegartikel/Kanuelen-Saugkanuelen-chirurgische-Kunststoffkanuelen/10087/smart-Absaugkanuelen?number=111217,vairante,Packung 10 Stück weiß,148114
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Hygiene-und-Arbeitsschutz/Sterilisationsverpackungen/10194/smart-Sterilisationsfolie?number=111349,vairante,"Rolle 200 m, 100 mm",147283
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Hygiene-und-Arbeitsschutz/Sterilisationsverpackungen/10194/smart-Sterilisationsfolie?number=111349,vairante,"Rolle 200 m, 50 mm",147281
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Hygiene-und-Arbeitsschutz/Sterilisationsverpackungen/10194/smart-Sterilisationsfolie?number=111349,vairante,"Rolle 200 m, 75 mm",147257
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Einwegartikel/Applikatoren-und-Anmischhilfen/10199/smart-Einwegpinsel?number=111352,vairante,"Packung 100 Stück, Haar schwarz und kurz, fein",148018
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Einwegartikel/Applikatoren-und-Anmischhilfen/10199/smart-Einwegpinsel?number=111352,vairante,"Packung 100 Stück, Haar schwarz, mittel",148017
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Einwegartikel/Applikatoren-und-Anmischhilfen/10199/smart-Einwegpinsel?number=111352,vairante,"Packung 100 Stück, Haar weiß, weich",148019
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Prophylaxe/Zahnbuersten-handgebrauch/10202/smart-Applikatoren?number=111355,vairante,Packung 100 Stück blau,132214
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Prophylaxe/Zahnbuersten-handgebrauch/10202/smart-Applikatoren?number=111355,vairante,Packung 100 Stück gelb,132213
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Prophylaxe/Zahnbuersten-handgebrauch/10202/smart-Applikatoren?number=111355,vairante,Packung 100 Stück grün,137822
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Prophylaxe/Zahnbuersten-handgebrauch/10202/smart-Applikatoren?number=111355,vairante,"Packung 100 Stück hell lila, ultrafein",92563801
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Prophylaxe/Zahnbuersten-handgebrauch/10202/smart-Applikatoren?number=111355,vairante,"Packung 100 Stück lila, ultrafein",92563781
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Prophylaxe/Zahnbuersten-handgebrauch/10202/smart-Applikatoren?number=111355,vairante,"Packung 100 Stück pink, fein",92562901
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Prophylaxe/Zahnbuersten-handgebrauch/10202/smart-Applikatoren?number=111355,vairante,"Packung 100 Stück rot, fein",92563761
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Hygiene-und-Arbeitsschutz/Wischdesinfektion-und-Reinigung/10206/smart-Flaechendesinfektion?number=111359,vairante,Kanister 10 Liter,136902
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Hygiene-und-Arbeitsschutz/Wischdesinfektion-und-Reinigung/10206/smart-Flaechendesinfektion?number=111359,vairante,Sprühflasche 1 Liter,145997
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Hygiene-und-Arbeitsschutz/Instrument-und-Bohrerdesinfekion/10208/smart-Instrumentendesinfektion?number=111361,vairante,Dosierflasche 1 Liter,145624
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Hygiene-und-Arbeitsschutz/Instrument-und-Bohrerdesinfekion/10208/smart-Instrumentendesinfektion?number=111361,vairante,Kanister 10 Liter,136902
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Medikamente/Vitalitaetspruefung/10210/smart-Kaeltespray?number=111363,vairante,Dose 200 ml Orange,162881
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Medikamente/Vitalitaetspruefung/10210/smart-Kaeltespray?number=111363,vairante,Dose 200 ml Pfefferminz,162880
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Instrumente/Diagnostik/10215/smart-Mundspiegel?number=111367,vairante,Packung 12 Stück Rhodium Nr. 4 plan,92765191
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Instrumente/Diagnostik/10215/smart-Mundspiegel?number=111367,vairante,Packung 12 Stück Rhodium Nr. 5 plan,92765181
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Instrumente/Diagnostik/10215/smart-Mundspiegel?number=111367,vairante,Packung 12 Stück Standard Nr. 4 plan,92765161
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Instrumente/Diagnostik/10215/smart-Mundspiegel?number=111367,vairante,Packung 12 Stück Standard Nr. 5 plan,92765171
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Instrumente/Diagnostik/10214/smart-Mundspiegelgriffe?number=111366,vairante,"Stück Edelstahl, ergonomische Grifffläche",168876
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Instrumente/Diagnostik/10214/smart-Mundspiegelgriffe?number=111366,vairante,"Stück Edelstahl, geriefte Grifffläche",168875
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Instrumente/Sonstige-Instrumente/5251901/smart-Serviettenhalter?number=111950,vairante,"Stück blau, Länge 48 cm",171700
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Instrumente/Sonstige-Instrumente/5251901/smart-Serviettenhalter?number=111950,vairante,"Stück grün, Länge 48 cm",171702
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Instrumente/Sonstige-Instrumente/5251901/smart-Serviettenhalter?number=111950,vairante,"Stück lila, Länge 48 cm",171703
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Instrumente/Sonstige-Instrumente/5251901/smart-Serviettenhalter?number=111950,vairante,"Stück pink, Länge 48 cm",92791431
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Instrumente/Sonstige-Instrumente/5251901/smart-Serviettenhalter?number=111950,vairante,"Stück weiß, Länge 48 cm",171701
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Einwegartikel/Servietten-und-Trayauflagen/13596/smart-Patientenservietten?number=116397,vairante,Packung 500 Stück blau,150623
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Einwegartikel/Servietten-und-Trayauflagen/13596/smart-Patientenservietten?number=116397,vairante,Packung 500 Stück gelb,150235
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Einwegartikel/Servietten-und-Trayauflagen/13596/smart-Patientenservietten?number=116397,vairante,Packung 500 Stück grün,150625
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Einwegartikel/Servietten-und-Trayauflagen/13596/smart-Patientenservietten?number=116397,vairante,Packung 500 Stück lila,150626
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Einwegartikel/Servietten-und-Trayauflagen/13596/smart-Patientenservietten?number=116397,vairante,Packung 500 Stück orange,150403
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Einwegartikel/Servietten-und-Trayauflagen/13596/smart-Patientenservietten?number=116397,vairante,Packung 500 Stück weiß,150628
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Einwegartikel/Handschuhe-unsteril/7965491/smart-Nitrilhandschuhe-Soft-PF?number=117507,vairante,"Packung 100 Stück L, gelb",97794441
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Einwegartikel/Handschuhe-unsteril/7965491/smart-Nitrilhandschuhe-Soft-PF?number=117507,vairante,"Packung 100 Stück L, grün",148456
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Einwegartikel/Handschuhe-unsteril/7965491/smart-Nitrilhandschuhe-Soft-PF?number=117507,vairante,"Packung 100 Stück L, magenta",97754101
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Einwegartikel/Handschuhe-unsteril/7965491/smart-Nitrilhandschuhe-Soft-PF?number=117507,vairante,"Packung 100 Stück L, orange",148910
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Einwegartikel/Handschuhe-unsteril/7965491/smart-Nitrilhandschuhe-Soft-PF?number=117507,vairante,"Packung 100 Stück M, gelb",97794421
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Einwegartikel/Handschuhe-unsteril/7965491/smart-Nitrilhandschuhe-Soft-PF?number=117507,vairante,"Packung 100 Stück M, grün",148455
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Einwegartikel/Handschuhe-unsteril/7965491/smart-Nitrilhandschuhe-Soft-PF?number=117507,vairante,"Packung 100 Stück M, magenta",97752381
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Praxisgeraete/Prophylaxegeraete-ZEG-Pulverstrahlgeraete/20495/smartgun-Perio?number=122810,vairante,Set für KaVo,196551
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Praxisgeraete/Prophylaxegeraete-ZEG-Pulverstrahlgeraete/20495/smartgun-Perio?number=122810,vairante,Set für Sirona,196552
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Hygiene-und-Arbeitsschutz/Instrument-und-Bohrerdesinfekion/7420421/smartDrill?number=123299,vairante,Flasche 2 Liter,145621
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Hygiene-und-Arbeitsschutz/Instrument-und-Bohrerdesinfekion/7420421/smartDrill?number=123299,vairante,Kanister 10 Liter,136902
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Endodontie/Instrumente-fuer-manuelle-Aufbereitung/21875/smart-Hedstroemfeilen?number=124153,vairante,Packung 6 Stück 21 mm ISO 008,187932
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Endodontie/Instrumente-fuer-manuelle-Aufbereitung/21875/smart-Hedstroemfeilen?number=124153,vairante,Packung 6 Stück 21 mm ISO 010,187771
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Endodontie/Instrumente-fuer-manuelle-Aufbereitung/21875/smart-Hedstroemfeilen?number=124153,vairante,Packung 6 Stück 21 mm ISO 015,187754
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Endodontie/Instrumente-fuer-manuelle-Aufbereitung/21875/smart-Hedstroemfeilen?number=124153,vairante,Packung 6 Stück 21 mm ISO 020,187755
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Endodontie/Instrumente-fuer-manuelle-Aufbereitung/21875/smart-Hedstroemfeilen?number=124153,vairante,Packung 6 Stück 21 mm ISO 025,187756
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Endodontie/Instrumente-fuer-manuelle-Aufbereitung/21875/smart-Hedstroemfeilen?number=124153,vairante,Packung 6 Stück 21 mm ISO 030,187757
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Endodontie/Instrumente-fuer-manuelle-Aufbereitung/21875/smart-Hedstroemfeilen?number=124153,vairante,Packung 6 Stück 21 mm ISO 035,187758
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Endodontie/Instrumente-fuer-manuelle-Aufbereitung/22444/smart-K-Bohrer?number=124794,vairante,Packung 6 Stück 21 mm ISO 006,188188
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Endodontie/Instrumente-fuer-manuelle-Aufbereitung/22444/smart-K-Bohrer?number=124794,vairante,Packung 6 Stück 21 mm ISO 008,187932
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Endodontie/Instrumente-fuer-manuelle-Aufbereitung/22444/smart-K-Bohrer?number=124794,vairante,Packung 6 Stück 21 mm ISO 010,187771
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Endodontie/Instrumente-fuer-manuelle-Aufbereitung/22444/smart-K-Bohrer?number=124794,vairante,Packung 6 Stück 21 mm ISO 015,187754
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Endodontie/Instrumente-fuer-manuelle-Aufbereitung/22444/smart-K-Bohrer?number=124794,vairante,Packung 6 Stück 21 mm ISO 020,187755
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Endodontie/Instrumente-fuer-manuelle-Aufbereitung/22444/smart-K-Bohrer?number=124794,vairante,Packung 6 Stück 21 mm ISO 025,187756
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Endodontie/Instrumente-fuer-manuelle-Aufbereitung/22444/smart-K-Bohrer?number=124794,vairante,Packung 6 Stück 21 mm ISO 030,187757
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Endodontie/Instrumente-fuer-manuelle-Aufbereitung/22487/smart-K-Feilen?number=124833,vairante,Packung 6 Stück 21 mm ISO 006,188188
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Endodontie/Instrumente-fuer-manuelle-Aufbereitung/22487/smart-K-Feilen?number=124833,vairante,Packung 6 Stück 21 mm ISO 008,187932
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Endodontie/Instrumente-fuer-manuelle-Aufbereitung/22487/smart-K-Feilen?number=124833,vairante,Packung 6 Stück 21 mm ISO 010,187771
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Endodontie/Instrumente-fuer-manuelle-Aufbereitung/22487/smart-K-Feilen?number=124833,vairante,Packung 6 Stück 21 mm ISO 015,187754
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Endodontie/Instrumente-fuer-manuelle-Aufbereitung/22487/smart-K-Feilen?number=124833,vairante,Packung 6 Stück 21 mm ISO 020,187755
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Endodontie/Instrumente-fuer-manuelle-Aufbereitung/22487/smart-K-Feilen?number=124833,vairante,Packung 6 Stück 21 mm ISO 025,187756
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Endodontie/Instrumente-fuer-manuelle-Aufbereitung/22487/smart-K-Feilen?number=124833,vairante,Packung 6 Stück 21 mm ISO 030,187757
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Hygiene-und-Arbeitsschutz/Desinfektionstuecher/22830/smartwipes-Wet?number=125220,vairante,Beutel 100 Stück 28 x 30 cm,145814
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Hygiene-und-Arbeitsschutz/Desinfektionstuecher/22830/smartwipes-Wet?number=125220,vairante,"Beutel 100 Stück gum, 28 x 30 cm",27992141
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Hygiene-und-Arbeitsschutz/Desinfektionstuecher/22830/smartwipes-Wet?number=125220,vairante,"Beutel 100 Stück lemon, 28 x 30 cm",27996261
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Hygiene-und-Arbeitsschutz/Desinfektionstuecher/22830/smartwipes-Wet?number=125220,vairante,"Beutel 100 Stück ocean, 28 x 30 cm",27992121
https://dentalversender.de/Praxisbedarf/Verbrauchsmaterial/Hygiene-und-Arbeitsschutz/Desinfektionstuecher/22830/smartwipes-Wet?number=125220,vairante,"Beutel 100 Stück tropic, 28 x 30 cm",27992131
https://dentalversender.de/24715/smart-Silikonschlaeuche-fuer-4-Loch-Anschluss?number=127127,vairante,"Stück 1,03 m SR 2, hellgrau",197744
https://dentalversender.de/24715/smart-Silikonschlaeuche-fuer-4-Loch-Anschluss?number=127127,vairante,"Stück 1,35 m KV, hellgrau",197742
https://dentalversender.de/24715/smart-Silikonschlaeuche-fuer-4-Loch-Anschluss?number=127127,vairante,"Stück 1,37 m SR 1, hellgrau",197743
https://dentalversender.de/24715/smart-Silikonschlaeuche-fuer-4-Loch-Anschluss?number=127127,vairante,"Stück 1,37 m SR 3, hellgrau",197745
https://dentalversender.de/24719/smart-Silikonschlaeuche-fuer-Elektromotoren?number=127131,vairante,"Stück 1,35 m KV1, Schlauchanschluss schwarz",197746
https://dentalversender.de/24719/smart-Silikonschlaeuche-fuer-Elektromotoren?number=127131,vairante,"Stück 1,35 m KV2, Schlauchanschluss grau",197749
https://dentalversender.de/24719/smart-Silikonschlaeuche-fuer-Elektromotoren?number=127131,vairante,"Stück 1,35 m KV2, Schlauchanschluss schwarz",197748
https://dentalversender.de/24719/smart-Silikonschlaeuche-fuer-Elektromotoren?number=127131,vairante,"Stück 1,35 m KV3, Schlauchanschluss grau",197750
https://dentalversender.de/24719/smart-Silikonschlaeuche-fuer-Elektromotoren?number=127131,vairante,"Stück 1,35 m KV4, Schlauchanschluss grau/schwarz",197751
https://dentalversender.de/24719/smart-Silikonschlaeuche-fuer-Elektromotoren?number=127131,vairante,"Stück 1,35 m KV5, Schlauchanschluss grau/schwarz",197752
