url,marque,id_variante,nom_attribue-1,valeur_attribue-1,nom_attribue-2,valeur_attribue-2,nom_attribue-3,valeur_attribue-3,nom_attribue-4,valeur_attribue-4,nom_attribue-5,valeur_attribue-5,nom_attribue-6,valeur_attribue-6,nom_attribue-7,valeur_attribue-7,nom_attribue-8,valeur_attribue-8,nom_attribue-9,valeur_attribue-9,nom_attribue-10,valeur_attribue-10,nom_attribue-11,valeur_attribue-11,nom_attribue-12,valeur_attribue-12,nom_attribue-13,valeur_attribue-13,nom_attribue-14,valeur_attribue-14,designation,reference,sku,code_strong,code_article_fournisseur,descriptif,dispositif_medical,prix_reference,prix_promotion,quantite_degressif-1,prix_promotion_degressif-1,quantite_degressif-2,prix_promotion_degressif-2,quantite_degressif-3,prix_promotion_degressif-3,quantite_degressif-4,prix_promotion_degressif-4,quantite_degressif-5,prix_promotion_degressif-5,quantite_degressif-6,prix_promotion_degressif-6,quantite_degressif-7,prix_promotion_degressif-7,quantite_degressif-8,prix_promotion_degressif-8,quantite_degressif-9,prix_promotion_degressif-9,quantite_degressif-10,prix_promotion_degressif-10
https://www.megadental.fr/fraise-diamantee-two-striper-abrasive.html,abrasive,20372,Modèle de fraise,250-11C,,,,,,,,,,,,,,,,,,,,,,,,,,,FRAISE DIAMANTEE TWO STRIPER  250-11C (5) ABRASIVE,1753-004,882-9531,077-7560,,,IIA,45.95,,1,45.95,,,,,,,,,,,,,,,,,,
https://www.megadental.fr/fraise-diamantee-two-striper-abrasive.html,abrasive,20598,Modèle de fraise,201-3M,,,,,,,,,,,,,,,,,,,,,,,,,,,FRAISE DIAMANTEE TWO STRIPER   201-3M (5) ABRASIVE,1731-004,882-9519,076-5560,,,IIA,45.95,,1,45.95,,,,,,,,,,,,,,,,,,
https://www.megadental.fr/fraise-diamantee-two-striper-abrasive.html,abrasive,20602,Modèle de fraise,290-4C,,,,,,,,,,,,,,,,,,,,,,,,,,,FRAISE DIAMANTEE TWO STRIPER   290-4C (5) ABRASIVE,1781-004,882-9569,081-5560,,,IIA,45.95,,1,45.95,,,,,,,,,,,,,,,,,,
https://www.megadental.fr/fraise-diamantee-two-striper-abrasive.html,abrasive,23791,Modèle de fraise,130-C,,,,,,,,,,,,,,,,,,,,,,,,,,,FRAISE DIAMANTEE TWO STRIPER    130-C (5) ABRASIVE,1734-004,882-9512,075-8560,,,IIA,45.95,,1,45.95,,,,,,,,,,,,,,,,,,
https://www.megadental.fr/fraise-diamantee-two-striper-abrasive.html,abrasive,23795,Modèle de fraise,138-C,,,,,,,,,,,,,,,,,,,,,,,,,,,FRAISE DIAMANTEE TWO STRIPER    138-C (5) ABRASIVE,1738-004,882-9516,076-2560,,,IIA,45.95,,1,45.95,,,,,,,,,,,,,,,,,,
https://www.megadental.fr/fraises-diamantees-two-striper-abrasive.html,abrasive,20373,Grain,Fin (rouge),Modèle de fraise,130,,,,,,,,,,,,,,,,,,,,,,,,,FRAISE DIAMANTEE TWO STRIPER    130-F (5) ABRASIVE,1735-004,882-9513,075-9560,,,IIA,46.45,,1,46.45,,,,,,,,,,,,,,,,,,
https://www.megadental.fr/fraises-diamantees-two-striper-abrasive.html,abrasive,20597,Grain,Gros (Vert),Modèle de fraise,115,,,,,,,,,,,,,,,,,,,,,,,,,FRAISE DIAMANTEE TWO STRIPER    115-C (5) ABRASIVE,1725-004,882-9503,074-9560,,,IIA,46.45,,1,46.45,,,,,,,,,,,,,,,,,,
https://www.megadental.fr/fraises-diamantees-two-striper-abrasive.html,abrasive,23802,Grain,Medium (Blanc ou Bleu),Modèle de fraise,265,,,,,,,,,,,,,,,,,,,,,,,,,FRAISE DIAMANTEE TWO STRIPER   265-8M (5) ABRASIVE,1786-004,882-9564,081-0560,,,IIA,46.45,,1,46.45,,,,,,,,,,,,,,,,,,
https://www.megadental.fr/fraises-diamantees-two-striper-abrasive.html,abrasive,23805,Grain,Gros (Vert),Modèle de fraise,360,,,,,,,,,,,,,,,,,,,,,,,,,FRAISE DIAMANTEE TWO STRIPER   360-2C (5) ABRASIVE,1702-004,882-9580,082-6560,,,IIA,46.45,,1,46.45,,,,,,,,,,,,,,,,,,
https://www.megadental.fr/fraise-diamantee-two-striper-ref-292-3vf.html,abrasive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FRAISE DIAMANTEE TWO STRIPER REF 292-3VF,2572-004,,,,,,8.65,,,,,,,,,,,,,,,,,,,,,
https://www.megadental.fr/brosses-de-nettoyage-poils-inox-18cm-3-6039016.html,ace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROSSES DE NETTOYAGE POILS INOX 18CM (3)   6039016,4470-016,,,,Brosses à poiles inoxLa boite de 3,,13.9,,,,,,,,,,,,,,,,,,,,,
https://www.megadental.fr/truscrew-trutack-ace.html,ace,2672,Type de produit,truTACK Bone Tacks,Longueur,5mm,,,,,,,,,,,,,,,,,,,,,,,,,TRUTACK BONE TACKS 5MM BOITE DE 10 - (ACE),2103-016,894-0981,222-7572,,"VIS truSCREW       TruSCREW est la vis idéale pour la fixation des petits os en chirurgie orale et   maxillofaciale. Dans la plupart des cas un pré-forage n'est pas nécessaire .       La conception brevetée des vis garantit une insertion facile dans tous les types   d'os .                         truSCREW diamètre (tête) 1,2 mm (par 5 pièces)      longueur 4,5 mm : Diamètre 3mm HD 1,2 mm TD      longueur 6 mm : Diamètre 3mm HD 1,2 mm TD      longueur 7,5 mm : Diamètre 3mm HD 1,2 mm TD      longueur 9 mm : Diamètre 3mm HD 1,2 mm TD      longueur 10,5 mm : Diamètre 3mm HD 1,2 mm TD               truSCREW diamètre (tête) 1,5 mm (par 5 pièces)      longueur 6 mm : Diamètre 3mm HD 1,5 mm TD      longueur 7,5 mm : Diamètre 3mm HD 1,5 mm TD      longueur 9 mm : Diamètre 3mm HD 1,5 mm TD      longueur 10,5 mm : Diamètre 3mm HD 1,5 mm TD      longueur 12 mm : Diamètre 3mm HD 1,5 mm TD      longueur 13,5 mm : Diamètre 3mm HD 1,5 mm TD      longueur 15 mm : Diamètre 3mm HD 1,5 mm TD                           TRACK truTRACK      trucTACK rend la stabilisation de membranes rapide et facile . TruTack est posé   comme un tack et retiré comme une vis , une caractéristique unique à ce système   .                TRACK truTACK (par 10 pièces)      longueur 3 mm : Diamètre 2,5 HD       longueur 5 mm : Diamètre 2,5 HD    ",IIB,124.95,,1,124.95,,,,,,,,,,,,,,,,,,
https://www.megadental.fr/truscrew-trutack-ace.html,ace,2673,Type de produit,truTACK Bone Tacks,Longueur,3 mm,,,,,,,,,,,,,,,,,,,,,,,,,TRUTACK BONE TACKS 3MM BTE DE 10 - (ACE),2102-016,894-0980,222-6572,,"VIS truSCREW       TruSCREW est la vis idéale pour la fixation des petits os en chirurgie orale et   maxillofaciale. Dans la plupart des cas un pré-forage n'est pas nécessaire .       La conception brevetée des vis garantit une insertion facile dans tous les types   d'os .                         truSCREW diamètre (tête) 1,2 mm (par 5 pièces)      longueur 4,5 mm : Diamètre 3mm HD 1,2 mm TD      longueur 6 mm : Diamètre 3mm HD 1,2 mm TD      longueur 7,5 mm : Diamètre 3mm HD 1,2 mm TD      longueur 9 mm : Diamètre 3mm HD 1,2 mm TD      longueur 10,5 mm : Diamètre 3mm HD 1,2 mm TD               truSCREW diamètre (tête) 1,5 mm (par 5 pièces)      longueur 6 mm : Diamètre 3mm HD 1,5 mm TD      longueur 7,5 mm : Diamètre 3mm HD 1,5 mm TD      longueur 9 mm : Diamètre 3mm HD 1,5 mm TD      longueur 10,5 mm : Diamètre 3mm HD 1,5 mm TD      longueur 12 mm : Diamètre 3mm HD 1,5 mm TD      longueur 13,5 mm : Diamètre 3mm HD 1,5 mm TD      longueur 15 mm : Diamètre 3mm HD 1,5 mm TD                           TRACK truTRACK      trucTACK rend la stabilisation de membranes rapide et facile . TruTack est posé   comme un tack et retiré comme une vis , une caractéristique unique à ce système   .                TRACK truTACK (par 10 pièces)      longueur 3 mm : Diamètre 2,5 HD       longueur 5 mm : Diamètre 2,5 HD    ",IIB,124.95,,1,124.95,,,,,,,,,,,,,,,,,,
https://www.megadental.fr/truscrew-trutack-ace.html,ace,2682,Type de produit,"truSCREW 1,2 mm",Longueur,9 mm,,,,,,,,,,,,,,,,,,,,,,,,,"VIS TRUSCREW 3MMHD 1,5MMTD 9MM BOITE DE 5 - (ACE)",2100-016,894-0988,223-4572,,"VIS truSCREW       TruSCREW est la vis idéale pour la fixation des petits os en chirurgie orale et   maxillofaciale. Dans la plupart des cas un pré-forage n'est pas nécessaire .       La conception brevetée des vis garantit une insertion facile dans tous les types   d'os .                         truSCREW diamètre (tête) 1,2 mm (par 5 pièces)      longueur 4,5 mm : Diamètre 3mm HD 1,2 mm TD      longueur 6 mm : Diamètre 3mm HD 1,2 mm TD      longueur 7,5 mm : Diamètre 3mm HD 1,2 mm TD      longueur 9 mm : Diamètre 3mm HD 1,2 mm TD      longueur 10,5 mm : Diamètre 3mm HD 1,2 mm TD               truSCREW diamètre (tête) 1,5 mm (par 5 pièces)      longueur 6 mm : Diamètre 3mm HD 1,5 mm TD      longueur 7,5 mm : Diamètre 3mm HD 1,5 mm TD      longueur 9 mm : Diamètre 3mm HD 1,5 mm TD      longueur 10,5 mm : Diamètre 3mm HD 1,5 mm TD      longueur 12 mm : Diamètre 3mm HD 1,5 mm TD      longueur 13,5 mm : Diamètre 3mm HD 1,5 mm TD      longueur 15 mm : Diamètre 3mm HD 1,5 mm TD                           TRACK truTRACK      trucTACK rend la stabilisation de membranes rapide et facile . TruTack est posé   comme un tack et retiré comme une vis , une caractéristique unique à ce système   .                TRACK truTACK (par 10 pièces)      longueur 3 mm : Diamètre 2,5 HD       longueur 5 mm : Diamètre 2,5 HD    ",IIB,139,,1,139,,,,,,,,,,,,,,,,,,
https://www.megadental.fr/truscrew-trutack-ace.html,ace,2683,Type de produit,"truSCREW 1,2 mm",Longueur,"4,5 mm",,,,,,,,,,,,,,,,,,,,,,,,,"VIS TRUSCREW 3MMHD 1,2MMTD 4,5MM BOITE DE 5 - (ACE)",2107-016,894-0985,223-1572,,"VIS truSCREW       TruSCREW est la vis idéale pour la fixation des petits os en chirurgie orale et   maxillofaciale. Dans la plupart des cas un pré-forage n'est pas nécessaire .       La conception brevetée des vis garantit une insertion facile dans tous les types   d'os .                         truSCREW diamètre (tête) 1,2 mm (par 5 pièces)      longueur 4,5 mm : Diamètre 3mm HD 1,2 mm TD      longueur 6 mm : Diamètre 3mm HD 1,2 mm TD      longueur 7,5 mm : Diamètre 3mm HD 1,2 mm TD      longueur 9 mm : Diamètre 3mm HD 1,2 mm TD      longueur 10,5 mm : Diamètre 3mm HD 1,2 mm TD               truSCREW diamètre (tête) 1,5 mm (par 5 pièces)      longueur 6 mm : Diamètre 3mm HD 1,5 mm TD      longueur 7,5 mm : Diamètre 3mm HD 1,5 mm TD      longueur 9 mm : Diamètre 3mm HD 1,5 mm TD      longueur 10,5 mm : Diamètre 3mm HD 1,5 mm TD      longueur 12 mm : Diamètre 3mm HD 1,5 mm TD      longueur 13,5 mm : Diamètre 3mm HD 1,5 mm TD      longueur 15 mm : Diamètre 3mm HD 1,5 mm TD                           TRACK truTRACK      trucTACK rend la stabilisation de membranes rapide et facile . TruTack est posé   comme un tack et retiré comme une vis , une caractéristique unique à ce système   .                TRACK truTACK (par 10 pièces)      longueur 3 mm : Diamètre 2,5 HD       longueur 5 mm : Diamètre 2,5 HD    ",IIB,139,,1,139,,,,,,,,,,,,,,,,,,
https://www.megadental.fr/truscrew-trutack-ace.html,ace,2684,Type de produit,"truSCREW 1,2 mm",Longueur,"7,5 mm",,,,,,,,,,,,,,,,,,,,,,,,,"VIS TRUSCREW 3MMHD 1,2MMTD 7,5MM BOITE DE 5 - (ACE)",2109-016,894-0987,223-3572,,"VIS truSCREW       TruSCREW est la vis idéale pour la fixation des petits os en chirurgie orale et   maxillofaciale. Dans la plupart des cas un pré-forage n'est pas nécessaire .       La conception brevetée des vis garantit une insertion facile dans tous les types   d'os .                         truSCREW diamètre (tête) 1,2 mm (par 5 pièces)      longueur 4,5 mm : Diamètre 3mm HD 1,2 mm TD      longueur 6 mm : Diamètre 3mm HD 1,2 mm TD      longueur 7,5 mm : Diamètre 3mm HD 1,2 mm TD      longueur 9 mm : Diamètre 3mm HD 1,2 mm TD      longueur 10,5 mm : Diamètre 3mm HD 1,2 mm TD               truSCREW diamètre (tête) 1,5 mm (par 5 pièces)      longueur 6 mm : Diamètre 3mm HD 1,5 mm TD      longueur 7,5 mm : Diamètre 3mm HD 1,5 mm TD      longueur 9 mm : Diamètre 3mm HD 1,5 mm TD      longueur 10,5 mm : Diamètre 3mm HD 1,5 mm TD      longueur 12 mm : Diamètre 3mm HD 1,5 mm TD      longueur 13,5 mm : Diamètre 3mm HD 1,5 mm TD      longueur 15 mm : Diamètre 3mm HD 1,5 mm TD                           TRACK truTRACK      trucTACK rend la stabilisation de membranes rapide et facile . TruTack est posé   comme un tack et retiré comme une vis , une caractéristique unique à ce système   .                TRACK truTACK (par 10 pièces)      longueur 3 mm : Diamètre 2,5 HD       longueur 5 mm : Diamètre 2,5 HD    ",IIB,139,,1,139,,,,,,,,,,,,,,,,,,
https://www.megadental.fr/truscrew-trutack-ace.html,ace,2685,Type de produit,"truSCREW 1,2 mm",Longueur,"10,5 mm",,,,,,,,,,,,,,,,,,,,,,,,,"VIS TRUSCREW 3MMHD 1,2MMTD 10,5MM BOITE DE 5 - (ACE)",2101-016,894-0989,223-5572,,"VIS truSCREW       TruSCREW est la vis idéale pour la fixation des petits os en chirurgie orale et   maxillofaciale. Dans la plupart des cas un pré-forage n'est pas nécessaire .       La conception brevetée des vis garantit une insertion facile dans tous les types   d'os .                         truSCREW diamètre (tête) 1,2 mm (par 5 pièces)      longueur 4,5 mm : Diamètre 3mm HD 1,2 mm TD      longueur 6 mm : Diamètre 3mm HD 1,2 mm TD      longueur 7,5 mm : Diamètre 3mm HD 1,2 mm TD      longueur 9 mm : Diamètre 3mm HD 1,2 mm TD      longueur 10,5 mm : Diamètre 3mm HD 1,2 mm TD               truSCREW diamètre (tête) 1,5 mm (par 5 pièces)      longueur 6 mm : Diamètre 3mm HD 1,5 mm TD      longueur 7,5 mm : Diamètre 3mm HD 1,5 mm TD      longueur 9 mm : Diamètre 3mm HD 1,5 mm TD      longueur 10,5 mm : Diamètre 3mm HD 1,5 mm TD      longueur 12 mm : Diamètre 3mm HD 1,5 mm TD      longueur 13,5 mm : Diamètre 3mm HD 1,5 mm TD      longueur 15 mm : Diamètre 3mm HD 1,5 mm TD                           TRACK truTRACK      trucTACK rend la stabilisation de membranes rapide et facile . TruTack est posé   comme un tack et retiré comme une vis , une caractéristique unique à ce système   .                TRACK truTACK (par 10 pièces)      longueur 3 mm : Diamètre 2,5 HD       longueur 5 mm : Diamètre 2,5 HD    ",IIB,139,,1,139,,,,,,,,,,,,,,,,,,
https://www.megadental.fr/truscrew-trutack-ace.html,ace,2686,Type de produit,"truSCREW 1,2 mm",Longueur,6 mm,,,,,,,,,,,,,,,,,,,,,,,,,"VIS TRUSCREW 3MMHD 1,2MMTD 6,0MM BOITE DE 5 - (ACE)",2108-016,894-0986,223-2572,,"VIS truSCREW       TruSCREW est la vis idéale pour la fixation des petits os en chirurgie orale et   maxillofaciale. Dans la plupart des cas un pré-forage n'est pas nécessaire .       La conception brevetée des vis garantit une insertion facile dans tous les types   d'os .                         truSCREW diamètre (tête) 1,2 mm (par 5 pièces)      longueur 4,5 mm : Diamètre 3mm HD 1,2 mm TD      longueur 6 mm : Diamètre 3mm HD 1,2 mm TD      longueur 7,5 mm : Diamètre 3mm HD 1,2 mm TD      longueur 9 mm : Diamètre 3mm HD 1,2 mm TD      longueur 10,5 mm : Diamètre 3mm HD 1,2 mm TD               truSCREW diamètre (tête) 1,5 mm (par 5 pièces)      longueur 6 mm : Diamètre 3mm HD 1,5 mm TD      longueur 7,5 mm : Diamètre 3mm HD 1,5 mm TD      longueur 9 mm : Diamètre 3mm HD 1,5 mm TD      longueur 10,5 mm : Diamètre 3mm HD 1,5 mm TD      longueur 12 mm : Diamètre 3mm HD 1,5 mm TD      longueur 13,5 mm : Diamètre 3mm HD 1,5 mm TD      longueur 15 mm : Diamètre 3mm HD 1,5 mm TD                           TRACK truTRACK      trucTACK rend la stabilisation de membranes rapide et facile . TruTack est posé   comme un tack et retiré comme une vis , une caractéristique unique à ce système   .                TRACK truTACK (par 10 pièces)      longueur 3 mm : Diamètre 2,5 HD       longueur 5 mm : Diamètre 2,5 HD    ",IIB,139,,1,139,,,,,,,,,,,,,,,,,,
https://www.megadental.fr/truscrew-trutack-ace.html,ace,2690,Type de produit,"truSCREW 1,5 mm",Longueur,"10,5 mm",,,,,,,,,,,,,,,,,,,,,,,,,"VIS TRUSCREW 3MMHD 1,5MMTD 10,5MM BOITE DE 5 - (ACE)",2115-016,894-0993,223-9572,,"VIS truSCREW       TruSCREW est la vis idéale pour la fixation des petits os en chirurgie orale et   maxillofaciale. Dans la plupart des cas un pré-forage n'est pas nécessaire .       La conception brevetée des vis garantit une insertion facile dans tous les types   d'os .                         truSCREW diamètre (tête) 1,2 mm (par 5 pièces)      longueur 4,5 mm : Diamètre 3mm HD 1,2 mm TD      longueur 6 mm : Diamètre 3mm HD 1,2 mm TD      longueur 7,5 mm : Diamètre 3mm HD 1,2 mm TD      longueur 9 mm : Diamètre 3mm HD 1,2 mm TD      longueur 10,5 mm : Diamètre 3mm HD 1,2 mm TD               truSCREW diamètre (tête) 1,5 mm (par 5 pièces)      longueur 6 mm : Diamètre 3mm HD 1,5 mm TD      longueur 7,5 mm : Diamètre 3mm HD 1,5 mm TD      longueur 9 mm : Diamètre 3mm HD 1,5 mm TD      longueur 10,5 mm : Diamètre 3mm HD 1,5 mm TD      longueur 12 mm : Diamètre 3mm HD 1,5 mm TD      longueur 13,5 mm : Diamètre 3mm HD 1,5 mm TD      longueur 15 mm : Diamètre 3mm HD 1,5 mm TD                           TRACK truTRACK      trucTACK rend la stabilisation de membranes rapide et facile . TruTack est posé   comme un tack et retiré comme une vis , une caractéristique unique à ce système   .                TRACK truTACK (par 10 pièces)      longueur 3 mm : Diamètre 2,5 HD       longueur 5 mm : Diamètre 2,5 HD    ",IIB,139,,1,139,,,,,,,,,,,,,,,,,,
https://www.megadental.fr/truscrew-trutack-ace.html,ace,2691,Type de produit,"truSCREW 1,5 mm",Longueur,"7,5 mm",,,,,,,,,,,,,,,,,,,,,,,,,"VIS TRUSCREW 3MMHD 1,5MMTD 7,5MM BOITE DE 5 - (ACE)",2113-016,894-0991,223-7572,,"VIS truSCREW       TruSCREW est la vis idéale pour la fixation des petits os en chirurgie orale et   maxillofaciale. Dans la plupart des cas un pré-forage n'est pas nécessaire .       La conception brevetée des vis garantit une insertion facile dans tous les types   d'os .                         truSCREW diamètre (tête) 1,2 mm (par 5 pièces)      longueur 4,5 mm : Diamètre 3mm HD 1,2 mm TD      longueur 6 mm : Diamètre 3mm HD 1,2 mm TD      longueur 7,5 mm : Diamètre 3mm HD 1,2 mm TD      longueur 9 mm : Diamètre 3mm HD 1,2 mm TD      longueur 10,5 mm : Diamètre 3mm HD 1,2 mm TD               truSCREW diamètre (tête) 1,5 mm (par 5 pièces)      longueur 6 mm : Diamètre 3mm HD 1,5 mm TD      longueur 7,5 mm : Diamètre 3mm HD 1,5 mm TD      longueur 9 mm : Diamètre 3mm HD 1,5 mm TD      longueur 10,5 mm : Diamètre 3mm HD 1,5 mm TD      longueur 12 mm : Diamètre 3mm HD 1,5 mm TD      longueur 13,5 mm : Diamètre 3mm HD 1,5 mm TD      longueur 15 mm : Diamètre 3mm HD 1,5 mm TD                           TRACK truTRACK      trucTACK rend la stabilisation de membranes rapide et facile . TruTack est posé   comme un tack et retiré comme une vis , une caractéristique unique à ce système   .                TRACK truTACK (par 10 pièces)      longueur 3 mm : Diamètre 2,5 HD       longueur 5 mm : Diamètre 2,5 HD    ",IIB,139,,1,139,,,,,,,,,,,,,,,,,,
